question,tag,length,is_question,is_tech,is_job,group,count_techs,is_domain
What should I learned to become a good front-end developer while I have good knowledge of HTML and CSS? Do companies watch a developer's education background to employ them in their company?,web developer,190,1,1,1,1,3,1
I have very basic knowledge of JavaScript and wish to become a master at it. Where should I study it from so that I can gain theoretical as well as practical implementation that a front end developer working with JavaScript needs to know?,web developer,238,1,1,1,1,2,1
"What should I do to become a successful UI/UX designer and front end developer? I am 21 years old and majoring in English, I want a career change and to go into software and design.",web developer,181,1,1,1,1,1,1
"What should I choose, become a web developer (learning back-end, good with front-end for now) or take this job where I'll be teaching Linux and programming to other students and working on some projects as well? I'm a fresh engineer graduate.",web developer,242,1,1,1,1,2,1
"If a person wants to transition to become a UX/UI designer, would it be a good idea to first do a reputable front end software development course?",web developer,146,1,1,1,1,1,1
Is it possible to get an entry level developer job in Japan for a 34-year-old without an IT degree? I am willing to switch careers and become a full stack web developer and currently trying to learn front-end technologies with Angular and ReactJS.,web developer,247,1,1,1,1,1,1
Is it necessary to learn WordPress to become a good front-end developer?,web developer,72,1,1,1,0,2,1
"Do I need to know WordPress in order to become a front end developer, or is it possible if I learn HTML, CSS, JavaScript and other frameworks without WordPress?",web developer,160,1,1,1,1,5,1
"After the competition for front-end, what technologies should be learned for the back-end, Django or Node.js?",web developer,109,1,1,1,0,3,1
"I am torn between learning front-end development (HTML, CSS and JavaScript) and actual coding (Python, and Java). I would like to become a freelancer and earn a steady income from home. Which track would get me there in the fastest time frame?",web developer,243,1,1,1,1,5,1
"What should I do to become a front end developer as I am an Electrical Engineering student having knowledge on only c and C++, is there any scope for other branch students in software field?",web developer,190,1,1,1,1,1,1
"My friend says that the job of a web developer is going to be stagnant, in means of getting promotion, like becoming a team lead, and the other positions. I'm more into front end, though I also possess knowledge about PHP, SQL. I also have quite a knowledge about Java. What do I do?",web developer,283,1,1,1,1,4,1
What are some resources or projects to become a good developer as I am from an ECE background working as a front-end developer?,web developer,127,1,1,1,0,1,1
"Is it too late to become a software engineer? I've had some internship experience as a front-end developer, but fast forward to my first job, I got lied to and am doing menial tasks instead of any SE work. It has been 1 year. Am I screwed?",web developer,239,1,1,1,1,1,1
How do I become a back-end developer without PHP? I am a non-CS student.,web developer,72,1,1,1,0,1,1
How do you become a Python back-end developer? What are the entrance requirements? What do they do?,web developer,99,1,1,1,0,1,1
"Who are considered as back-end developers, and how do you become a back-end Android developer?",web developer,94,1,1,1,0,1,1
How do I become a Python back-end developer?,web developer,44,1,1,1,0,1,1
How do I train to become a back end developer in my mid 30's without going to university?,web developer,89,1,1,1,0,1,1
How do I become a back-end developer learning from the Geeksgod website?,web developer,72,1,1,1,0,1,1
How do I become a JavaScript back-end developer?,web developer,48,1,1,1,0,2,1
"For an average person, how much time did it take to become a good back-end developer?",web developer,85,1,1,1,0,1,1
How can I become a better back-end developer using PHP? How can I improve the way I understand PHP programming?,web developer,111,1,1,1,0,1,1
How easy is it to become a Java/C++ developer after 1/half year of back-end (PHP)?,web developer,82,1,1,1,0,3,1
"How do I become a high paid back-end developer? I have basic knowledge of C, C++, Java, and Python. What is the path I should follow?",web developer,133,1,1,1,1,3,1
How do I become the best back-end developer everyone goes to?,web developer,61,1,1,1,0,1,1
"How can I become a very good back-end web developer now that I already know HTML5, CSS3, JS, PHP, MySQL and working on OOP PHP? What do I need to learn after that to find a good job as a back-end web developer?",web developer,210,1,1,1,1,6,1
"What differentiates bad back-end developer from a decent one? How does one become better at PHP and back-end programming, what are the best do's and dont's?",web developer,156,1,1,1,1,1,1
"Being a senior back-end developer (Java/Spring/etc.), what's the best way to become a full-stack developer?",web developer,107,1,1,1,0,2,1
Is PHP the best programming language for web development? I want to become a good back-end web developer.,web developer,105,1,1,1,0,2,1
"As a Java/Spring back-end developer, should I start learning Angular or React to become a full-stack developer?",web developer,111,1,1,1,0,3,1
What should I learn to become a Node.js back-end developer?,web developer,59,1,1,1,0,1,1
What subject must I learn to become a back-end Java developer then an Architect?,web developer,80,1,1,1,0,1,1
"What kind of network, database, and Linux knowledge do I need to become a back-end developer?",web developer,93,1,1,1,0,1,1
Golang vs NodeJS vs Python? I am currently working to improve my knowledge and skill to become a back-end developer. Which should I focus more and why?,web developer,151,1,1,1,1,2,1
Must I learn Java and C# if I want to become a back-end developer?,web developer,66,1,1,1,0,2,1
I want to become a back-end developer. Which language is better C# or PHP?,web developer,74,1,1,1,0,2,1
Is it good to become a full-stack developer with a Django framework as a back-end rather than the mean stack?,web developer,109,1,1,1,0,2,1
"After learning Java, what should I study to become a back-end developer?",web developer,72,1,1,1,0,1,1
"Should someone, who wants to become a pro back-end developer, work in JavaScript before going for back-end web development in PHP?",web developer,130,1,1,1,1,4,1
What knowledge is necessary to become a Java back-end developer?,web developer,64,1,1,1,0,1,1
"I want to become a freelance web developer. I’ve learned HTML/CSS and JavaScript, but I want to learn a back-end language that makes fast websites, and is in high demand. Should I learn PHP, Ruby on Rails, AngularJS, Python, SQL, or Node.js?",web developer,241,1,1,1,1,11,1
What is minimal CSS rules to know when I want to become a back-end developer but I hate CSS?,web developer,92,1,1,1,0,1,1
"Is it a must to learn shell scripting, AWK, SED, etc., to become a back-end developer?",web developer,86,1,1,1,0,1,1
Which are the learning paths to become a back-end developer after learning the basics of Java and where to start?,web developer,113,1,1,1,0,1,1
